Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
SG.LAW.EQRM.WK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SG.LAW.NODC.HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
SG.LAW.LEVE.PU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
SG.LAW.CHMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
LP.EXP.DURS.MD,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,3.63,0,1,0,1,0,3,0,2,0
LP.IMP.DURS.MD,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,1,0,2,0,3,0,2,0
SG.LEG.DVAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
FR.INR.LEND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ER.H2O.FWST.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.460936,0,0,0,0,0
SP.DYN.LE00.FE.IN,79.7,79.9,80.3,80.6,80.8,81,81.3,81.2,81.3,81.6,81.8,82,82.3,82.4,82.5,82.6,83.1,83.1,83,83.6,83.1,83.5,83.4,83.4,0
SP.DYN.LE00.MA.IN,73.3,73.6,74,74.5,74.8,75,75.5,75.4,75.6,75.9,76.2,76.4,76.9,77.2,77.3,77.5,77.9,78.1,78.1,78.7,78.3,78.6,78.7,78.7,0
SP.DYN.LE00.IN,76.4219512195122,76.6731707317073,77.0731707317073,77.4756097560976,77.7268292682927,77.9268292682927,78.3292682926829,78.2292682926829,78.3804878048781,78.6804878048781,78.9317073170732,79.1317073170732,79.5341463414634,79.7365853658537,79.8365853658537,79.9878048780488,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.990243902439,80.9926829268293,80.9926829268293,0
SH.MMR.RISK.ZS,0,0,0,0,0,0.00951618296289902,0.00896401438653641,0.008653579842145,0.00821760363950019,0.00773735691452818,0.00754870718489414,0.00731587442056358,0.00713132755781864,0.00720415621256665,0.00727307772079352,0.00723501763699512,0.00723468726891711,0.007083215050869,0.00731336128205026,0.00711855546626596,0.0075631282050082,0.00743200793961993,0.0106523221478083,0,0
SH.MMR.RISK,0,0,0,0,0,10500,11200,11600,12200,12900,13200,13700,14000,13900,13700,13800,13800,14100,13700,14000,13200,13500,9400,0,0
IS.SHP.GCNW.XQ,0,0,0,0,0,0,0,0,0,76.59,78.41,77.1352054744,82.4305534321,89.2499660732,83.464641628,82.5843762792,82.0137206339,81.9519834603,79.7771156635,84.2016438638,86.8708030685,88.0119422803,83.5498086001,87.4105271977,82.8282949779
CM.MKT.LDOM.NO,678,681,700,741,617,744,749,715,684,660,648,656,761,742,704,690,670,665,639,595,555,531,450,465,470
SE.ADT.LITR.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE.ADT.LITR.MA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE.ADT.LITR.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE.ADT.1524.LT.FM.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE.ADT.1524.LT.FE.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE.ADT.1524.LT.MA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE.ADT.1524.LT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AG.PRD.LVSK.XD,95.4,96.37,96.38,97.14,98.94,98.27,98.99,98.93,99.2,100.18,100.24,99.58,102.15,104.2,105.74,108.19,110.54,109.64,110.4,112.02,112.54,112.54,0,0,0
LP.LPI.TRAC.XQ,0,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,4.18,0,4.05,0,4.167922,0,4.26539,0,4.24,0
LP.LPI.LOGS.XQ,0,0,0,0,0,0,0,0,0,0,0,0,4.21,0,0,4.14,0,4.09,0,4.122776,0,4.27905,0,4.31,0
LP.LPI.ITRN.XQ,0,0,0,0,0,0,0,0,0,0,0,0,3.91,0,0,3.66,0,3.67,0,3.744272,0,3.857241,0,3.86,0
LP.LPI.CUST.XQ,0,0,0,0,0,0,0,0,0,0,0,0,3.88,0,0,4,0,3.87,0,4.098098,0,4.123067,0,4.09,0
LP.LPI.TIME.XQ,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,0,4.48,0,4.32,0,4.360813,0,4.453368,0,4.39,0
LP.LPI.OVRL.XQ,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,4.11,0,4.03,0,4.121983,0,4.225967,0,4.2,0
LP.LPI.INFR.XQ,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,4.34,0,4.26,0,4.323295,0,4.439356,0,4.37,0
IC.FRM.CRIM.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH.STA.BRTW.ZS,0,0,0,0,0,6.47382209999999,6.583446,6.6759005,6.7519083,6.81220149999999,6.8575001,6.88853449999999,6.90603069999999,6.91071559999999,6.90330509999999,6.8845406,6.8551364,6.8158288,6.7673411,6.7103896,6.64571049999999,0,0,0,0
SE.SEC.CMPT.LO.FE.ZS,79.2691,81.6141,82.5209,0,0,0,0,0,0,83.52194,85.64057,0,89.69437,87.08937,0,0,0,0,0,0,0,0,0,0,0
SE.SEC.CMPT.LO.MA.ZS,70.50782,71.68153,72.57525,0,0,0,0,0,0,75.01947,78.0994,0,82.31379,80.36908,0,0,0,0,0,0,0,0,0,0,0
SE.SEC.CMPT.LO.ZS,74.79223,76.53817,77.43868,0,0,0,0,0,0,79.1711,81.77931,0,85.91679,83.65064,0,0,0,0,0,0,0,0,0,0,0
SE.SEC.AGES,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
NV.MNF.MTRN.ZS.UN,0,0,0,35.2216905436478,31.9260444367282,32.6826162090459,34.1706689528289,34.3203478752219,35.4584968829175,34.9831955994327,35.2822116981186,35.6460971450339,37.0855962896201,36.9425606969748,37.0739859679694,39.8559259590289,41.3260749233231,41.8857728801699,42.1420047232626,43.3849465398212,44.1345917225441,44.1345813740792,0,0,0
EN.MAM.THRD.NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
TX.VAL.MANF.ZS.UN,87.0359258785457,84.6340020893383,85.4789589521256,86.9140329145335,86.3365733147834,83.6649640772442,86.6254934844779,87.1484992600636,84.0258019229405,83.5869111567862,86.0635283072324,84.9669283170908,82.5914312203506,83.3848709333556,84.0288250887989,84.1967221165453,83.8320544012156,83.8068845056986,83.687542606582,83.808744924773,84.3515732559129,84.9463104333226,85.623448022929,85.4840696552645,0
TM.VAL.MANF.ZS.UN,73.4971045531451,70.1433208177768,69.0374016273525,73.2216142813976,73.3341268698199,67.5380785095029,74.1523980389366,74.7159526121744,70.5367002503078,69.437982725121,71.7449056283008,70.0500303957867,66.8805235605511,68.7261299318759,70.998823861122,70.7861338711896,68.5504385467991,67.9808527387088,67.9912124829734,70.0567081454444,72.9289155499918,74.2718674795251,74.1420145407839,73.1718161537673,0
NV.IND.MANF.ZS,20.5386860620392,20.0593844007953,20.228896310838,20.4098450174244,19.9946102899761,20.5459700629181,20.3411674813812,19.7899113788146,19.8395709835095,20.0338560543111,20.0697457949316,20.6597682258037,20.8541537476746,20.0495584117746,17.6833501653903,19.6952113554828,20.2330001930531,20.1564486342162,19.925196080175,20.2243947763055,20.3771860056038,20.7437222807186,20.562128080518,20.4036335692522,0
NV.IND.MANF.KD.ZG,-0.432117485169613,-2.68794500121111,3.95626469661788,1.03791807103531,1.05465203228792,7.19707158026424,1.39081996611061,-2.43172496524835,1.02249613630991,3.64372500330157,1.69677580667702,8.618413716425,4.22146047485292,-2.09945900167452,-19.3003353604458,19.0846855903308,8.33990910441129,-1.79964732757232,-0.0635583271694031,5.00318002331109,0.948919153362084,4.14999927118778,3.13010211317368,1.48961800149647,0
NV.IND.MANF.KD,538497600501.337,524023081167.019,544754821329.359,550408930062.773,556213829029.574,596244936444.161,604537630067.15,589836937592.486,595867997489.898,617579788701.11,628058733142.718,682187433147.095,710985706001.813,696058852596.539,561717159739.336,668919113582.524,724706359637.34,711664201003.38,711211879142.159,746795089802.815,753881571446.322,785167651166.963,809744200408.096,821806295783.449,0
NV.IND.MANF.KN,4,4104E+11,4,29185E+11,4,46164E+11,4,50795E+11,4,55549E+11,4,88336E+11,4,95128E+11,4,83087E+11,4,88027E+11,5,05809E+11,5,14392E+11,5,58724E+11,5,8231E+11,5,70085E+11,4,60057E+11,5,47857E+11,5,93548E+11,5,82866E+11,5,82496E+11,6,11639E+11,6,17443E+11,6,43067E+11,6,63196E+11,6,73075E+11,0
NV.IND.MANF.CN,3,89128E+11,3,85417E+11,3,96719E+11,4,1114E+11,4,11785E+11,4,33333E+11,4,4192E+11,4,35006E+11,4,38766E+11,4,5327E+11,4,59258E+11,4,92752E+11,5,2126E+11,5,1056E+11,4,32487E+11,5,05064E+11,5,44988E+11,5,53357E+11,5,60167E+11,5,92055E+11,6,17443E+11,6,50129E+11,6,67239E+11,6,82373E+11,0
NV.IND.MANF.CD,531087757608.844,500931894983.104,447461087299.797,456974547071.246,438722565523.12,399238068914.686,395454138702.461,409378881987.578,495221218961.625,562788676434.07,571145379927.87,618180905783.465,713468382151.656,747854108686.099,600843289802.723,668919113582.524,757606199809.736,710987471817.165,743756450829.001,785499345002.804,684785518990.547,719141303141.595,751905498188.369,805457952663.022,0
ER.MRN.PTMR.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.35655161,45.3573960418849,45.3573960418849,0
CM.MKT.LCAP.GD.ZS,22.3286969161991,26.6206725746078,37.3072613594065,48.8725783224948,65.2704530963156,65.3704648316572,55.1280623498302,33.1627930961003,43.2279895567402,42.5217820247335,42.2424314340277,54.7293486032754,61.5333770995579,29.7740306618522,38.0351613685076,42.0957008058884,31.6338382288452,42.1369282998335,51.86818456439,44.7624819895191,51.057133604075,49.499435295491,61.8643038826739,44.4615418340337,0
CM.MKT.LCAP.CD,5,77374E+11,6,64783E+11,8,25233E+11,1,09425E+12,1,43217E+12,1,27024E+12,1,07175E+12,6,86014E+11,1,07903E+12,1,19452E+12,1,20214E+12,1,63761E+12,2,1052E+12,1,11058E+12,1,29236E+12,1,42972E+12,1,1845E+12,1,48631E+12,1,93611E+12,1,73854E+12,1,7158E+12,1716041505061.04,2,26222E+12,1,75517E+12,2,09817E+12
SH.STA.MMRT,0,0,0,0,0,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,7,0,0
SH.STA.MMRT.NE,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX.MNF.TECH.ZS.UN,69.4711007725418,70.3185402780098,70.875989557536,71.731608606825,72.5653380909717,72.9726161870972,73.3614264729829,72.9643625682948,73.1812345561369,73.1562415272669,72.5248003501726,71.9409806295158,71.7472616133728,71.0514593318398,71.3292694789245,72.3352688786147,72.0410064569936,72.5014289872282,72.6087711405233,72.8692695550477,74.1053614195588,74.4657505312738,74.2309260074153,0,0
NV.MNF.TECH.ZS.UN,49.836975706997,50.663317056386,51.5582984950284,56.3386360610239,52.4268936091657,54.5304487408769,55.0283764032023,55.6548391503714,56.7786959466074,56.4510165894149,57.1225401211421,57.7265189005045,58.6215755377399,60.2606894275868,57.9979286618159,59.5659590460536,60.7769796302171,60.938774184565,61.0231926584776,62.2009357839907,62.2125202705485,62.4529921554899,61.6800232920321,0,0
TX.VAL.MRCH.CD.WT,5,23461E+11,5,24649E+11,5,12891E+11,5,43752E+11,5,43539E+11,5,5181E+11,5,71645E+11,6,15831E+11,7,5156E+11,9,09887E+11,9,70914E+11,1,10811E+12,1,32121E+12,1,44617E+12,1,12004E+12,1,25892E+12,1,47399E+12,1,40111E+12,1,44507E+12,1,49421E+12,1,32621E+12,1,33436E+12,1,44819E+12,1,56054E+12,0
TX.VAL.MRCH.WL.CD,5,08699E+11,5,12377E+11,5,11491E+11,5,40766E+11,5,3556E+11,5,50243E+11,5,71488E+11,6,16016E+11,7,51807E+11,9,09453E+11,9,69981E+11,1,10889E+12,1,32219E+12,1,44927E+12,1,12061E+12,1,2584E+12,1,47404E+12,1,40167E+12,1,44493E+12,1,49421E+12,1,32621E+12,1,33436E+12,1,44819E+12,1,56054E+12,0
TX.VAL.MRCH.RS.ZS,6.84646240050982,6.6393501643036,6.26848397792612,6.0468427314949,0.33742972841043,0.38783786745129,0.363040565681169,0.407631437170473,0.371181498842123,0.401373422046001,0.615014476572222,0.494178305783261,0.401644331677,0.472271714656344,0.457532315792292,0.0845336911157025,0.10773922139155,0.371874055305457,0.39209359470701,0.361612613755764,0.298668851690145,0.331287620806988,0.326063501405202,0.383549645379164,0
TX.VAL.MRCH.AL.ZS,2.16466632961398,2.12628966305673,2.12225422233822,2.20390097259831,2.1486447404578,2.00154285343021,2.21853887623187,2.29225997668892,2.19992506800283,2.20451131856182,2.32566879907957,2.33781124917711,2.42448834108562,2.83760699600489,3.06697614754464,3.02985304378576,2.68510336218827,3.0640399218789,3.17294045981466,3.2737929300433,3.48673284570317,3.37534285282832,2.85058614415236,2.2969128659951,0
TX.VAL.MRCH.HI.ZS,79.8725743285462,80.0847937744682,80.1278050268357,81.452519477054,88.5542519979087,88.2124327237239,87.1848055565471,86.6627897479936,86.0980140940428,85.0725858004757,84.4662593130175,83.3954969665161,83.1271603542607,81.7093550565457,81.0780851135542,79.7257352630324,78.8043687668584,77.8641403660633,78.1278766827459,78.9209433716813,80.4312256662218,80.1717549535358,79.3422865307038,79.2030781958168,0
TX.VAL.MRCH.R1.ZS,3.5810512335315,3.52116500886027,3.18266599082011,2.55070989704745,2.4214128341417,2.69323327166361,3.18616778567529,3.51949174031194,3.96839956677711,4.09894734912085,3.80174216917651,4.15499044422801,4.23204276783216,4.51472638687063,5.78236671750208,6.91692374562937,7.33992042807522,7.62106028658671,7.64027683984691,8.13432075846099,7.43150715324119,7.76974830600438,8.28888441419979,8.66321555275738,0
TX.VAL.MRCH.R2.ZS,3.88193549996363,4.20151150837567,4.69331373904741,4.31022666831864,3.3280377548734,3.68865201392839,3.95042217036928,4.4197467767071,4.75301249309996,5.38805887022199,5.7850380670343,6.61606819891964,6.96064816743433,7.558330271447,6.39467071104131,6.80695576724412,7.60382418550379,7.83952637767806,7.80812543645713,6.74899976703408,6.01201288008686,6.06288270032075,6.30276672577493,6.13831572199367,0
TX.VAL.MRCH.R3.ZS,2.23306621927269,2.19953628440135,2.44467367100835,2.59782891894017,2.41283572335499,2.27428093896697,2.32811272782631,2.01861483678995,1.77237349851757,1.7469188714535,1.93678353699712,1.88739491617744,1.92765095583842,2.14490378839002,2.1233396655393,2.47450799745709,2.4242605413693,2.63628343568743,2.57283044043656,2.41990741930518,2.41768101235853,2.22506671340568,2.28874782273044,2.36307061510759,0
TX.VAL.MRCH.R4.ZS,1.44395519045428,1.40447826968033,1.46900102782786,1.41115518887597,1.35943199641497,1.24673795159593,1.32884971670446,1.34847487841225,1.35332259117034,1.45985951126666,1.49136511838892,1.39597946243541,1.30948391290208,1.46465924092819,1.80249662416006,1.62132951152257,1.27734908760956,1.29245253404867,1.22495842698262,1.27441120090215,1.19266214370273,1.35229546126982,1.31098489252101,1.1034736127238,0
TX.VAL.MRCH.R5.ZS,0.848533689763102,0.803211626051872,0.712747373168247,0.555549418588391,0.494114571663306,0.481144980126962,0.506220702621927,0.519636515447651,0.517602001976571,0.633685641478999,0.733378812677774,0.886269396062729,0.912360165483024,0.988505812719507,1.18528449692578,1.15685186411316,1.18463154819408,1.12331766542767,0.998241810814365,0.944156759692413,0.99970052442675,0.998668753859528,1.04938454567426,1.14604081638407,0
TX.VAL.MRCH.R6.ZS,1.29242143795881,1.1459533638587,1.10130919336624,1.07516769968045,1.09248539323247,1.01568025254297,1.15238077457444,1.10361406716709,1.16609425557357,1.19857053393633,1.17041850613569,1.16962230987745,1.12900934457226,1.1472477284426,1.17622435548496,1.21316215988557,1.25790622099807,1.25134527920267,1.23559676800952,1.19564810916806,1.21654176827199,1.08829549079709,1.09088156699052,0.999255839837492,0
TX.VAL.MRCH.OR.ZS,13.280963270944,13.2758560612282,13.6037109952382,12.5006377914511,11.1083182736808,11.3997294088248,12.4521538777717,12.929578814836,13.5308044071151,14.5260407774783,14.9187262104103,16.1103247277007,16.4711953140623,17.8183732287979,18.4643825706535,20.1897310458519,21.08789201175,21.7639855786312,21.4800297225471,20.7174440145629,19.2701054820881,19.4969574256572,20.331649967891,20.413372158804,0
TX.VAL.MRCH.WR.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM.VAL.MRCH.CD.WT,4,63872E+11,4,59098E+11,4,45731E+11,4,71474E+11,4,74047E+11,4,97197E+11,4,86119E+11,4,90283E+11,6,04612E+11,7,15742E+11,7,77073E+11,9,06684E+11,1,05498E+12,1,18507E+12,9,26347E+11,1,05481E+12,1,25487E+12,1,15485E+12,1,18123E+12,1,20719E+12,1,05113E+12,1,05533E+12,1,16291E+12,1,28435E+12,0
TM.VAL.MRCH.WL.CD,4,43751E+11,4,4452E+11,4,36484E+11,4,63281E+11,4,64286E+11,4,9547E+11,4,8608E+11,4,90487E+11,6,04727E+11,7,1586E+11,7,75619E+11,9,07448E+11,1,05585E+12,1,18576E+12,9,25804E+11,1,0542E+12,1,255E+12,1,15555E+12,1,18113E+12,1,20719E+12,1,05113E+12,1,05533E+12,1,16291E+12,1,28435E+12,0
TM.VAL.MRCH.RS.ZS,6.58747018756002,6.45016347391494,6.4202310488307,5.85746361922237,0.168827173306864,0.182868838678427,0.19366274625576,0.184515996754246,0.180649112740129,0.17837698670131,0.141545017205613,0.203279136765963,0.10335834484065,0.0960970974733504,0.0926378940898938,0.00706440305444887,0.0247868397609562,0.0159077275756133,0.0438404893618823,0.00070626753038047,0.0160486189148821,0.00284696549894346,0.00173291372505181,0.00377255265309538,0
TM.VAL.MRCH.AL.ZS,1.44925509346061,1.54997302721338,1.4243577455276,1.20334752769708,1.38558979665541,1.76563109431449,1.36431719099737,1.26547234605606,1.30140722607061,1.41097423644288,1.7985611314318,1.59365489967469,1.31777690609462,1.6883043235562,1.18499944923548,1.11823680753178,1.19456807219124,1.5683274697763,1.51787580359486,1.12282573903031,0.93833822124761,0.769331451868136,0.986076911368894,1.00921145053918,0
TM.VAL.MRCH.HI.ZS,79.1553238026878,79.1403188096963,78.7534187416283,80.2087358501711,85.5054873504693,85.1345065620522,85.2719433266129,85.1718018086106,84.5373244951854,83.5415983875339,82.0041786659429,80.6606984170994,80.4506413250935,79.1471503986473,79.7885305468544,78.2587547644659,77.8321654454183,77.8500641277314,78.1416427758164,78.5060781536461,79.0694448780836,79.3243235466631,78.850523254938,78.7856449583058,0
TM.VAL.MRCH.R1.ZS,4.63966384762423,4.86786441104909,5.10902079827279,5.03889729204479,5.27080519913179,5.26111249339011,5.32800477081962,5.65893151622775,6.08980863761664,6.80003594264242,7.22143590448403,7.56141024918232,8.02618396353649,7.90654132682836,8.50174134255199,9.8297948756403,9.04225578015936,8.76576505863009,8.53210831796669,8.86656321631226,9.77077564211848,9.85255708422958,9.59451754933744,9.3598772488029,0
TM.VAL.MRCH.R2.ZS,4.23349191822463,4.33668005069851,4.47539389208104,4.11344372183426,4.23600948553262,4.81769401497568,4.91130566305958,4.94578918381119,5.13861917179157,5.42911152264409,6.13842407032319,6.8293710626945,6.5732442608325,7.47423092522939,6.68192034242669,6.9239699095997,7.6734760549004,7.92933795274977,8.24042348403647,7.98343232631152,6.77396555792338,6.63778425790985,7.03776417555959,7.3511127036244,0
TM.VAL.MRCH.R3.ZS,2.0112977324838,1.7701581658996,1.91174348481708,1.82587086182159,1.75429713581715,1.33146616525723,1.29175474489796,1.22443211155443,1.2490867535268,1.27612086818652,1.46602729523129,1.57372518656716,1.81247469470095,1.89518528074821,1.74113372214853,1.73512723041169,1.84616549051793,1.78126881329237,1.51133549169016,1.48070673663632,1.39404866895627,1.37296508551827,1.49147849782012,1.41374885046911,0
TM.VAL.MRCH.R4.ZS,1.34392022483248,1.41834873992205,1.2956330545746,1.09761640578202,1.26643125142692,1.58733835267524,1.21838513392857,1.10621027223963,1.10076525258505,1.15307424580225,1.42913359510275,1.35971736595375,1.18830565174978,1.48840001813183,1.0812227809558,1.07511400218175,1.06151236103586,1.29228570247934,1.22184587911576,0.933171137186358,0.776756409007449,0.620633154842561,0.820422115382962,0.824632591583291,0
TM.VAL.MRCH.R5.ZS,0.916576488849873,0.934983296702286,0.891189484735202,0.843798180229947,0.805725350322861,0.734300780269239,0.745380593112245,0.745615725595174,0.777759461872878,0.820430523705753,0.796862910784806,0.831827851733653,0.85982762608325,0.904561019767913,1.07409527826624,1.06425087023335,1.17076805649402,1.10396768871966,1.1053271381643,1.12821794116916,1.22966075157212,1.23024547032682,1.20395037870514,1.1988189892942,0
TM.VAL.MRCH.R6.ZS,1.11225579773718,1.08148305211722,1.14336949506025,1.01417406889395,0.992417053992483,0.950712792701879,1.03956302131336,0.962703385206947,0.925987114681501,0.801251522783785,0.802392540925377,0.979970730003262,0.985964133162855,1.08783393317366,1.03871809270645,1.10592394441282,1.34886997171315,1.26140292882177,1.20347642384835,1.10112422120793,0.969299473423839,0.95864443501085,0.999611114531649,1.06239210526726,0
TM.VAL.MRCH.OR.ZS,14.2572060097522,14.4095177163888,14.826350209541,13.9338005306066,14.3256854762238,14.6826245992694,14.5343939271313,14.6436821946351,15.2820263920744,16.2800246257648,17.8542763168514,19.1360224461347,19.4460003300658,20.7567525038794,20.1188315590557,21.7341808324796,22.1430477148207,22.134028144693,21.8145167348217,21.4932155788235,20.9145065030015,20.6728294878379,21.1477438313369,21.2105824890411,0
TM.VAL.MRCH.WR.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TG.VAL.TOTL.GD.ZS,38.1829975087221,39.3932976194194,43.3375450730439,45.3430184469971,46.3760861770932,53.9849981650854,54.4087229694275,53.4709995996579,54.3310133525052,57.8682883068437,61.4233362918486,67.3348443700002,69.4544829349283,70.5420473907221,60.2270112563529,68.1241692843182,72.8781041162014,72.4614416927487,70.3584384472046,69.5536183028645,70.7425278145506,68.9306521360372,71.404892817174,72.0660013600756,0
EN.ATM.METH.ZG,-19.8449162669068,-22.8762793758551,-24.8705470792997,-28.1124118940824,-30.5840534783437,-34.0109623677329,-37.2071073550041,-40.4488855792044,-42.5759832360633,-44.8252602047001,-46.518192681364,-47.9904923540516,-48.3967753667111,-50.0642502121469,-49.1979114351523,-50.4444694595016,-50.4592468004397,-51.7510187554436,0,0,0,0,0,0,0
EN.ATM.METH.KT.CE,92567.9,89067.1,86764,83020.1,80165.7,76208.1,72517,68773.2,66316.7,63719.1,61764,60063.7,59594.5,57668.8,58669.3,57229.7,57212.6342400442,55720.8184800884,0,0,0,0,0,0,0
EN.ATM.METH.EG.KT.CE,26513.4714172607,25142.5587503916,24670.1714631293,23672.5651177535,22919.1222941184,21268.2520766087,19269.1544940863,17656.6306280371,17263.0167797929,17067.9945168732,16547.4226341542,15887.0014651565,16294.1349882909,15348.0781816631,0,0,0,0,0,0,0,0,0,0,0
IQ.SCI.MTHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS.MIL.XPND.GD.ZS,1.58825202224469,1.55726982017526,1.49718619890295,1.47763138988123,1.48207159738096,1.44362337465981,1.40596830057114,1.4107699758746,1.39904868293034,1.34808994900071,1.32993750162983,1.26877676799331,1.23705351281021,1.28131660511996,1.38890695368007,1.35365069029402,1.28111219627689,1.31126144743425,1.22399371603261,1.18250589568467,1.17745649193469,1.18990426457789,1.23414110223535,1.23376875688812,0
MS.MIL.XPND.ZS,2.9056872814159,3.18184952030421,3.11542001205928,3.09863750138972,3.10743670741477,3.2260653068637,2.99727147369759,2.98486879908064,2.92591022561349,2.910885628156,2.87864534336783,2.83864634944377,2.88913669733296,2.94063894214402,2.91932576398322,2.86453634290776,2.86536981722201,2.96027107989982,2.73895486935867,2.68986337423075,2.69384600376699,2.71121174536329,2.80913157017446,2.82137928713271,0
MS.MIL.XPND.CN,30159000000,29998000000,29451000000,29822000000,30603000000,30554000000,30648000000,31168000000,31060000000,30610000000,30600000000,30365000000,31090000000,32824000000,34171000000,34925000000,34630000000,36168000000,34593000000,34749000000,35899000000,37598000000,40447000000,41913000000,0
MS.MIL.XPND.CD,41158705095.4693,38989886648.8428,33217573924.9207,33146457056.9876,32604005638.0223,28149990786.8067,27425257939.5263,29333207849.0424,35055088179.4604,38007611455.6754,38054021787.7929,38092382652.5044,42551851943.0963,48081444318.3067,47470073335.4356,46255521194.101,48140347950.5946,46470870904.8252,45930540563.148,46102673010.4001,39812576244.8708,41579494873.8205,45381722042.225,49470627810.6299,0
NY.GDP.MINR.RT.ZS,0,0,0,0,6.76652232609418E-05,0.000118390395681296,0.000130870752734217,0.000126198466871609,6.8840214616027E-05,5.94602419175458E-05,0.000336869709377151,0.000415549158178381,0.000995586482603417,0.00134681716037091,0.000401474336470471,0.00116520871146712,0.00154982698594723,0.00102003635278361,0.00104782452739621,0.000601438259731677,0,0,0,0,0
IT.CEL.SETS,3725000,5512000,8276000,13913000,23446000,48202000,56126000,59128000,64800000,71322000,79271000,85652000,96232925,105523065,105000000,88400000,90900000,92400000,100034000,99530000,96360000,103470000,109700000,107500000,0
IT.CEL.SETS.P2,4.590906537,6.777854967,10.16716972,17.09157634,28.80700458,59.2155745929141,68.9052462015777,72.5184418072006,79.3977727944512,87.3546602882079,97.1425702477322,105.130305387753,118.399968355454,130.169723214311,129.789926598358,109.369391184397,112.422595373443,114.11263569215,123.233483298983,122.197100177976,117.817643108913,125.885456425358,132.714869941424,129.324213734645,0
SH.STA.TRAF.P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,4.1,0,0,0
SH.DYN.NCOM.ZS,0,0,0,0,0,16.1,0,0,0,0,14.1,0,0,0,0,13.1,0,0,0,0,12.5,12.1,0,0,0
SH.DYN.NCOM.FE.ZS,0,0,0,0,0,11.2,0,0,0,0,10,0,0,0,0,9.4,0,0,0,0,9.1,8.9,0,0,0
SH.DYN.NCOM.MA.ZS,0,0,0,0,0,21.1,0,0,0,0,18.2,0,0,0,0,16.7,0,0,0,0,16,15.2,0,0,0
SH.STA.AIRP.P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
SH.STA.AIRP.FE.P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
