Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
SL.IND.EMPL.MA.ZS,47.4889984130859,47.0060005187988,46.4790000915527,46.0709991455078,45.6020011901855,45.3059997558594,44.5060005187988,44.1710014343262,43.1110000610352,42.8730010986328,41.0709991455078,40.8470001220703,41.367000579834,41.1629981994629,40.7610015869141,40.181999206543,40.1860008239746,40.1349983215332,39.6230010986328,40.0460014343262,39.6949996948242,39.2120018005371,39.2350006103516,39.0019989013672,38.640998840332
SL.SRV.EMPL.ZS,60.826000213623,61.7949981689453,62.3839988708496,62.8300018310547,63.3019981384277,63.8320007324219,64.6029968261719,65.1460037231445,66.197998046875,66.390998840332,67.786003112793,68.0800018310547,67.8450012207031,68.8720016479492,69.5210037231445,70.0429992675781,70.1190032958984,70.2460021972656,70.7760009765625,70.5199966430664,70.9169998168945,71.3099975585938,71.3190002441406,71.411003112793,71.7470016479492
SL.SRV.EMPL.FE.ZS,76.7649993896484,77.9820022583008,78.5619964599609,78.7730026245117,79.1630020141602,79.6149978637695,80.0589981079102,80.4250030517578,81.2539978027344,81.2919998168945,82.2529983520508,82.3840026855469,82.4369964599609,83.6729965209961,84.1940002441406,84.5380020141602,84.6340026855469,84.7460021972656,84.9850006103516,84.8290023803711,85.1869964599609,85.3099975585938,85.2620010375977,85.2060012817383,85.4970016479492
SL.SRV.EMPL.MA.ZS,49.2400016784668,49.8089981079102,50.2869987487793,50.8120002746582,51.1389999389648,51.6500015258789,52.4459991455078,52.923999786377,53.9809989929199,54.2400016784668,56.0349998474121,56.3400001525879,55.8429985046387,56.6699981689453,57.1889991760254,57.7890014648438,57.7719993591309,57.9099998474121,58.5540008544922,58.1629981994629,58.5299987792969,59.117000579834,59.1440010070801,59.3979988098145,59.8019981384277
SL.EMP.TOTL.SP.FE.ZS,43.2290000915527,43.25,43.1800003051758,43.4469985961914,44.5190010070801,44.9830017089844,45.4990005493164,45.5320014953613,45.326000213623,44.7709999084473,45.1640014648438,46.234001159668,47.4230003356934,48.1269989013672,48.6759986877441,49.3440017700195,50.6240005493164,50.8479995727539,51.5139999389648,51.8030014038086,52.0499992370605,52.6640014648438,53.1660003662109,53.6230010986328,53.7859992980957
SL.EMP.TOTL.SP.FE.NE.ZS,43.0896987915039,43.255199432373,43.081298828125,43.3576011657715,44.4448013305664,44.8176002502441,45.4589004516602,45.3064994812012,45.1208000183105,44.4514999389648,45.5396003723145,46.687801361084,47.7980995178223,48.5042991638184,49.0554008483887,49.6122016906738,50.9906005859375,51.2327003479004,51.9034004211426,52.2293014526367,52.4002990722656,53.5547981262207,54.0360984802246,54.3179016113281,0
SL.EMP.TOTL.SP.MA.ZS,64.5270004272461,63.2400016784668,62.3870010375977,62.1360015869141,62.451000213623,62.5670013427734,61.976001739502,60.8680000305176,59.6180000305176,58.4809989929199,59.117000579834,59.7939987182617,61.0979995727539,61.7589988708496,61.1780014038086,61.5660018920898,62.7060012817383,62.8940010070801,62.9379997253418,62.9449996948242,62.8089981079102,63.2299995422363,63.5449981689453,64.1279983520508,64.338996887207
SL.EMP.TOTL.SP.MA.NE.ZS,63.736400604248,62.5448989868164,61.5363006591797,61.3372993469238,61.6153984069824,61.5648002624512,61.0554008483887,59.9813003540039,58.7146987915039,57.4536018371582,58.6101989746094,59.4813995361328,60.5923004150391,61.3917999267578,60.8298988342285,61.2000007629395,62.5271987915039,62.7481002807617,62.7624015808105,62.8198013305664,62.5942001342773,63.5964012145996,63.9375,64.2529983520508,0
SL.EMP.TOTL.SP.ZS,53.443000793457,52.8479995727539,52.4119987487793,52.4410018920898,53.1580009460449,53.4630012512207,53.4539985656738,52.943000793457,52.2400016784668,51.4099998474121,51.9269981384277,52.8120002746582,54.0620002746582,54.7509994506836,54.7560005187988,55.2919998168945,56.5069999694824,56.7179985046387,57.0839996337891,57.2400016784668,57.3040008544922,57.8289985656738,58.2449989318848,58.7690010070801,58.9609985351563
SL.EMP.TOTL.SP.NE.ZS,53.00830078125,52.5287017822266,51.9846000671387,52.0373992919922,52.7414016723633,52.9099006652832,53.0130004882813,52.4155006408691,51.7127990722656,50.7719993591309,51.8932991027832,52.9138984680176,54.0279006958008,54.779899597168,54.7942008972168,55.2337989807129,56.5901985168457,56.8359985351563,57.1960983276367,57.3991012573242,57.3866996765137,58.4930000305176,58.9173011779785,59.2094993591309,0
SL.EMP.1524.SP.FE.ZS,46.0859985351563,43.1829986572266,42.8050003051758,43.3310012817383,44.2859992980957,44.0579986572266,44.3559989929199,43.5470008850098,42.7379989624023,39.7869987487793,40.3129997253418,41.9650001525879,43.9539985656738,44.9570007324219,44.5629997253418,44.4500007629395,45.6660003662109,44.1310005187988,44.726001739502,43.8549995422363,43.6629981994629,44.2439994812012,45.4020004272461,45.4049987792969,45.7080001831055
SL.EMP.1524.SP.FE.NE.ZS,46.1848983764648,43.0373992919922,41.8838996887207,42.4564018249512,43.894100189209,43.5903015136719,44.2633018493652,43.8189010620117,42.9566993713379,39.8362007141113,40.1547012329102,41.6481018066406,43.5321998596191,44.5251007080078,44.3632011413574,44.4841003417969,46.0684013366699,44.5200996398926,45.2242012023926,44.3165016174316,44.0119018554688,44.4640998840332,45.5144004821777,45.3870010375977,0
SL.EMP.1524.SP.MA.ZS,50.6870002746582,48.9770011901855,47.9739990234375,48.8899993896484,49.7089996337891,49.4109992980957,48.9519996643066,46.9379997253418,45.140998840332,42.8619995117188,43.9459991455078,45.681999206543,47.8030014038086,49.3230018615723,48.0589981079102,48.2970008850098,49.5320014953613,48.1940002441406,47.9589996337891,47.2459983825684,46.4580001831055,46.8940010070801,47.1679992675781,48.6119995117188,49.1619987487793
SL.EMP.1524.SP.MA.NE.ZS,49.815299987793,47.9831008911133,46.7972984313965,47.7155990600586,48.6099014282227,48.5662002563477,48.6144981384277,46.8959007263184,45.0387992858887,42.7106018066406,43.6260986328125,45.2863998413086,47.1800994873047,48.6677017211914,47.4878005981445,47.9388999938965,49.7396011352539,48.6122016906738,48.4126014709473,47.6874008178711,46.4794998168945,46.9145011901855,47.3795013427734,48.7812995910645,0
SL.EMP.1524.SP.ZS,48.4379997253418,46.1430015563965,45.443000793457,46.1660003662109,47.0509986877441,46.7869987487793,46.6949996948242,45.2709999084473,43.9589996337891,41.3499984741211,42.1599998474121,43.8580017089844,45.9160003662109,47.185001373291,46.3479995727539,46.4160003662109,47.6459999084473,46.2169990539551,46.3889999389648,45.6030006408691,45.1069984436035,45.6160011291504,46.3190002441406,47.0740013122559,47.5099983215332
SL.EMP.1524.SP.NE.ZS,48.0224990844727,45.5214996337891,44.3660011291504,45.1081008911133,46.2478981018066,46.0983009338379,46.4623985290527,45.3653984069824,44.0028991699219,41.2899017333984,41.9252014160156,43.5073013305664,45.4067001342773,46.649299621582,45.9530982971191,46.2365989685059,47.9385986328125,46.6204986572266,46.8656005859375,46.0558013916016,45.2901992797852,45.7453002929688,46.4936981201172,47.1605987548828,0
EG.IMP.CONS.ZS,56.9350971287061,58.8505278627226,58.3931547021266,60.3608430537171,59.0802692755327,59.823394858565,61.1764619380255,60.3408053046623,59.9777430063876,59.7385108217952,59.4662125758328,60.0112561756504,58.4642300466533,60.0031535195736,59.3175464598352,60.6644097086953,60.5645102225714,60.6954585991601,62.093783982408,60.8759102791018,61.4001693687375,0,0,0,0
EG.EGY.PRIM.PP.KD,5.09555443495463,5.22496185415016,5.08534798270389,4.9564622466845,4.74968849363069,4.63529428201804,4.69475690925934,4.58939121057672,4.59786268049527,4.5769511938077,4.51146599828359,4.471228450447,4.0991916760957,4.09940667751472,4.06809836556386,4.11533555707247,3.77303671283679,3.77181071456031,3.83175597713428,3.64039942390138,3.6030941551038,0,0,0,0
EN.ATM.METH.EG.ZS,28.6421874291852,28.2287834120473,28.4336492821092,28.5142575325174,28.5896864795273,27.9081253523033,26.571913474201,25.673708113098,26.0311758271941,26.7863082135077,26.7913714043039,26.4502544218163,27.3416758061414,26.6141799060551,0,0,0,0,0,0,0,0,0,0,0
EG.USE.PCAP.KG.OE,4119.68894801371,4246.55319132624,4203.35736659763,4177.29412931179,4079.93334441166,4094.0603595302,4209.79608663882,4108.40129887204,4084.50334562012,4114.38992751247,4086.50340728713,4204.65468948158,3985.81195485319,4036.83078099396,3790.50115157318,3997.07942080976,3869.81622904859,3876.94810409338,3939.52956270835,3779.46192078536,3817.54941455461,0,0,0,0
EG.USE.COMM.GD.PP.KD,104.821432468091,107.480234180289,104.67568578553,101.983299602093,97.8200462044127,95.5261222209065,96.7494024657052,94.7661013836599,94.9444968774705,94.4940524891595,93.128068729984,92.1957302461814,84.7513187498308,84.8565425878092,84.2783802456746,85.1759404236297,77.8928347027707,77.8563735767677,78.9910473041038,74.441293735655,74.5482819223322,0,0,0,0
SH.STA.BFED.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE.XPD.PRIM.ZS,0,0,0,17.44593,0,0,0,0,0,0,0,14.73804,14.02363,13.49708,13.54903,13.48298,13.21104,12.8105,12.78433,12.7934,12.93305,12.92094,0,0,0
SE.XPD.SECO.ZS,0,71.51826,0,44.4591,0,0,0,0,0,0,0,47.11501,47.1186,46.03146,46.2026,45.54756,44.55401,43.15876,42.52851,41.96527,41.85471,41.25655,0,0,0
SE.XPD.TERT.ZS,23.04705,23.35106,0,23.25234,0,0,0,0,0,0,0,25.18597,25.36404,26.65244,26.44158,27.16245,28.12803,26.78422,26.48312,26.58781,25.94906,25.98579,0,0,0
GC.XPN.TOTL.GD.ZS,38.3255129023915,32.4507905776057,31.8927160084644,31.7022269437357,31.6223512731369,31.3132203936295,30.7393649829232,31.1779156733936,31.5756227476408,30.3906705797076,30.4945571185722,29.1920187163533,28.0020803744674,28.2725241410726,31.0460680451235,31.3667134612385,28.8749832934852,28.4938677234993,28.5460010315329,28.0521822895851,27.9094872395687,27.8616827797454,28.2210114669074,28.0656745515598,0
TX.UVI.MRCH.XD.WD,0,0,0,0,0,100,99.39735631,104.8639427,123.8752802,136.2687765,139.9102408,146.1945922,163.388019,179.2348006,168.7047891,166.1994588,183.0483579,174.9048714,181.4981433,184.462641,159.4798632,159.508505,167.7308024,179.1604121,0
TX.VAL.MRCH.XD.WD,95.1047807,95.18168181,93.18230519,98.6874639,98.83763889,100,103.8510246,111.8782578,136.5362817,165.2995727,176.386484,201.310237,240.0255566,262.7266251,203.4782923,228.7092491,267.7795346,254.5407903,262.5004999,271.4546009,240.9323647,242.4129608,263.0934904,283.5236418,0
TX.QTY.MRCH.XD.WD,0,0,0,0,0,100,104.4806707,106.6889675,110.2207652,121.3040705,126.0711746,137.7001939,146.9052371,146.5823736,120.6120427,137.611308,146.2889576,145.5309897,144.6298541,147.159663,151.0738471,151.9749438,156.8546067,158.251278,0
NE.EXP.GNFS.ZS,21.9942362808177,22.8600276884323,25.3602733090279,26.4069062062529,26.9592324276031,30.8477115722895,31.8447071170151,32.5925791130602,32.8117129460067,35.713363859767,38.0595723481521,41.4329079108458,43.3227580964574,43.7991902579629,38.1199069398503,42.565473405085,45.0571362806101,46.3071201430804,45.4186778593914,45.6192633128717,46.8485876563908,46.023196451932,47.3974341985646,47.416105275433,0
NE.EXP.GNFS.KD.ZG,6.60690682476744,5.85487474219306,12.2683127485022,7.678197370245,5.28109089417865,13.8002762666249,5.66727672349401,4.22914263172005,1.88122476783452,11.5314980555033,6.68722682010932,12.292711949399,8.88768539728369,1.94102258843354,-14.2804837509285,14.4097970357385,8.36340971187373,2.89422352788435,1.00457600690918,4.79610983573211,5.45186149952532,2.40000000000001,4.8828125,2.14152732981894,0
BX.GSR.GNFS.CD,569038991724.86,570763395888.29,560676223536.412,592158590309.007,591028023166.008,599192161993.241,619472567529.327,677921541867.912,821570539407.486,1005137492229.84,1082219937640.7,1242373582882.34,1485139726422.87,1642854037600.95,1301336391468.4,1443337924604.33,1686062777954.46,1629432505631.4,1699810251831.03,1773618260202.99,1575246787584.94,1598254939909.91,1739094450009.2,1876899989118.73,0
NE.EXP.GNFS.KD,577729909351.315,611555271892.02,686582785277.685,739299966641.431,778343069860.398,885756563803.262,935954839370.505,975537704495.97,993889761412.512,1108500139923.64,1182628058581.57,1328005119255.77,1446034036315.04,1474101883596.35,1263593003637.25,1445674190819.17,1566581846496.19,1611922226881.04,1628115210822.33,1706201404585.63,1799221142066.59,1842402449476.19,1932363506579.52,1973745599184.37,0
NE.EXP.GNFS.CD,568725262726.901,570870808422.147,560966614031.13,591248193842.392,591540592371.617,599415883545.237,619095302013.423,674217955957.086,819022573363.431,1003255525204.87,1083100360651.66,1239754108643.83,1482170818505.34,1633721986231.14,1295234787440.96,1445674190819.17,1687123287014.19,1633411861143.7,1695362721155.72,1771815762504.47,1574370200254.01,1595527602196.45,1733205397533.17,1871807732126.62,0
BX.GSR.TOTL.CD,661449364412.419,663823079349.967,651009591768.64,684104144408.442,689183345424.689,710784052222.316,715435294905.769,780652608054.095,948077090414.688,1182203238112.31,1289695218702.66,1504660224351.88,1821165962668.25,1933242208493.16,1557427617039.92,1709680200798.85,1992691465459.66,1892708106666.17,1955342349004.75,2027569796582.76,1800723844503.17,1833857803728.11,1988294482732.57,2144421511814.12,0
NE.RSB.GNFS.ZS,0.406838346678208,0.714434416929499,1.07788797389287,1.22884006314473,0.55261522326024,0.169362141966441,1.62657534498789,4.25026841118774,3.77410617796407,5.2005286141117,5.20043175968291,5.41608667214517,6.7710987977836,6.07357578470758,5.01110098007548,5.26232257058181,4.90815129419801,6.10018540711249,5.75847902253366,6.61843323324554,7.56203652060844,7.36323027344373,7.10147026647232,6.16136970490705,0
NE.RSB.GNFS.CD,10519994540.7397,17841174941.5129,23842770133.0927,27513615649.661,12125506072.8745,3290952644.18648,31622371364.6532,87922077922.0779,94206546275.395,146092624782.717,147994030593.21,162059967381.759,231654804270.463,226546067086.568,170266740761.323,178727107100.528,183781239292.693,215174581540.938,214949248315.516,257054662310.585,254126016318.752,255267735583.69,259682972388.491,243227472757.26,0
DT.DOD.DECT.GN.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT.DOD.DLXF.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT.DOD.DPNG.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT.DOD.DPPG.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT.DOD.DSTC.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT.DOD.DECT.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH.XPD.EHEX.CH.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH.XPD.EHEX.PC.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH.XPD.EHEX.PP.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH.STA.FGMS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP.HOU.FEMA.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SL.EMP.SMGT.FE.ZS,0,0,0,0,0,20.6599998474121,20.5900001525879,21.9899997711182,23.0599994659424,22.7600002288818,23.5599994659424,24.1900005340576,24.7700004577637,25.6900005340576,26.8199996948242,27.5100002288818,27.9400005340576,27.0599994659424,27.5200004577637,27.7700004577637,28.0499992370605,28.0900001525879,28.2099990844727,28.5799999237061,0
SP.DYN.TFRT.IN,1.25,1.3,1.35,1.36,1.36,1.38,1.35,1.34,1.34,1.36,1.34,1.33,1.37,1.38,1.36,1.39,1.39,1.41,1.42,1.47,1.5,1.6,1.57,1.57,0
AG.CON.FERT.PT.ZS,0,0,0,0,0,0,0,57.4420265408601,55.0259186519844,57.5230389528317,52.8730291049702,50.3413295486385,59.3228405129573,55.6782980077184,68.2814892772292,66.0732860083877,59.5773713159245,57.1655384304549,56.0718644854392,58.8009193937463,55.2958945838045,53.5387810675467,0,0,0
AG.CON.FERT.ZS,0,0,0,0,0,0,0,220.074039521669,219.698063752431,215.125819465456,208.757056451613,194.419012304062,221.871768965227,159.582718739524,181.414399330264,211.596825932804,191.486989473684,198.921581882711,203.47061300101,217.659000926628,202.222719216812,197.228258097424,0,0,0
NE.CON.TOTL.ZS,75.2664136682483,76.0232749378051,75.5465925604875,74.7506974712324,75.4439470157515,75.3437738550749,75.4129728336417,74.9733408549124,75.7891000510949,74.9603981401269,75.3144460322247,74.0131987187013,71.8489728151067,72.480237503387,76.4324353056143,74.671892060521,73.4566150373483,74.18382623456,74.1877745567076,73.0112761022467,72.4385245225358,72.4230560607511,72.1514087870841,72.0399357726567,0
NE.CON.TOTL.KD.ZG,1.72457196684846,1.86858040465474,0.789601721639571,1.67530442441644,2.26410589432764,1.63440384059975,1.03786466126721,-0.745005040047488,0.511770675802765,0.316813945065448,0.721858622234507,1.28779410865059,0.232172481169314,1.19126404391179,0.719424421131265,0.898268625964931,1.61965013939272,1.44606288099531,0.634689333590273,1.22001662003308,2.14504606034043,2.75000022779687,1.6447687552532,1.31175791937095,0
NV.FSM.TOTL.KN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV.FSM.TOTL.CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.CMPU.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.TAX.GIFT.ZS,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.ELC.OUTG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.THEV.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.FREG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.TRNG.ZS,0,0,0,0,0,0,0,0,0,0,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.INFM.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.RSDV.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.BNKS.ZS,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.BKWC.ZS,0,0,0,0,0,0,0,0,0,0,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.METG.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.FEMO.ZS,0,0,0,0,0,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IC.FRM.FEMM.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN.FSH.THRD.NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
IT.NET.BBND,0,0,0,0,0,265000,2100000,3205000,4470000,7000000,10786800,14977200,19751400,22710136,24964600,26161950,27257096,27956700,28641961,29572818,30707429,31861900,33243300,34174900,0
IT.NET.BBND.P2,0,0,0,0,0,0.3255492981022,2.57814590427455,3.93082137045186,5.47697599369131,8.57354844252062,13.2186736227402,18.3831972382834,24.3010916999137,28.0144641105655,30.8586057291177,32.3678342047129,33.7108193032243,34.5261117127136,35.2844894990065,36.30777256798,37.5454224856195,38.7643744474642,40.2176867449747,41.1129495066059,0
IT.MLT.MAIN,42000000,44100000,45200000,46530000,48210000,50220000,52330000,53670000,54233000,54526000,54791000,54400000,53100000,50300000,53700000,52900000,51400000,50100000,48700000,47021000,45350000,45300000,44400000,42500000,0
IT.MLT.MAIN.P2,51.76324149,54.22775836,55.52876647,57.16028514,59.23337417,61.6946632101603,64.24494055747,65.8243940568336,66.4502995673066,66.783043196697,67.1435779344716,66.7712209066191,65.3314686181951,62.0483974539581,66.3782767460172,65.4484252675857,63.5700924333879,61.8727602616529,59.994308301782,57.7296277249935,55.4486313303156,55.1136674984897,53.7150430756537,51.1281775229993,0
TX.VAL.FOOD.ZS.UN,5.23178112617444,5.23413098357204,4.89400209288301,4.90213602348541,4.67407926500565,4.16317664545366,4.56539313348651,4.58066580232714,4.30919225011803,4.12764843634382,4.51710078349808,4.36261705159971,4.30795954835593,5.14410853882496,5.99914189595816,5.48527132203813,5.50102670586843,5.64163494013756,5.92676274194141,5.80854086332524,5.61935146936396,5.70574222805865,5.61661792226151,5.32644282983221,0
TM.VAL.FOOD.ZS.UN,10.264032316126,9.85610687389703,9.24590649644782,8.9077101639931,8.30829665266519,6.58480487903719,7.4760742279468,7.91135511536632,7.35630997456587,6.80034380012289,7.03409498562832,6.62268370943283,6.54711313436631,7.39087424885012,8.49347066744181,7.63297307392054,7.57831008053121,7.87977746792507,8.16511445444446,8.09967281127361,8.19081625372865,8.3987054159904,8.22533354010982,7.74847813258556,0
AG.PRD.FOOD.XD,91.92,94.66,94.93,96.43,100.78,102.12,101.71,98.2,94.64,103.42,99.56,97.02,100.51,103.98,106.24,104.55,106.22,106.7,107.32,112.98,109.04,107.92,0,0,0
NV.MNF.FBTO.ZS.UN,0,0,0,7.64780175213271,8.77849664524579,8.15023651932617,8.39870046715793,8.61302003804121,8.57538022383716,8.54907676098804,8.04503518019193,7.57241340313566,7.31335378173303,7.53165175657829,8.91299030738547,7.7752341925272,7.33135914619655,7.49945650813235,7.5921966294858,7.31486102627491,7.49108472008702,7.49108296364777,0,0,0
BN.KLT.DINV.CD,27778316539.4094,44977189363.3576,30890591110.2312,67478470728.333,53364279142.9305,-149835377773.513,13294434782.629,-34067396991.4991,-26100676287.2331,29478097771.3565,29088956904.3785,60529918995.1491,89805058431.6757,67071495031.3553,43037329587.0528,60605522285.2814,10373148758.4483,33639173474.0944,26093621454.5201,88016024510.6,68432791650.468,47095181676.8461,42194458375.3207,9525294366.3647,0
BX.KLT.DINV.WD.GD.ZS,0.465679526092558,0.624360056288723,0.842609915413792,1.31874189081361,3.92104197349994,12.7631930755001,2.92928996093834,2.47837266130958,2.62011797882026,-0.726488212759352,2.1025770249554,2.92240676746508,1.48622562106473,0.829879478203399,1.66878763023798,2.53323122929551,2.60482800628751,1.85530728263463,1.8002762693752,0.501769128514645,1.85750740218005,1.86650457570015,3.23307880038464,4.25461217860669,0
BX.KLT.DINV.CD.WD,12041505212.6412,15591797828.854,18638443893.681,29526509277.4565,86035665071.2087,248007397121.858,56948542386.9082,51268214890.625,65401516009.2498,-20408419557.1429,59835195025.1919,87444159239.0618,50847183837.0154,30954735498.0251,56701916794.9699,86037502102.1645,97535403952.55,65443087632.2705,67199694458.9374,19488312315.4146,62422464518.9402,64707795193.3638,118225590102.648,167955928198.984,51011238864.5835
BM.KLT.DINV.WD.GD.ZS,1.53991896023028,2.42537979798715,2.2391169688432,4.3325061423334,6.35319419668833,5.05222621842603,3.61307649614614,0.831602040352872,1.57447170985801,0.322857646947988,3.12478930521707,4.94537460824885,4.11119835644077,2.62798758526184,2.93537283479091,4.31766008845201,2.88185836966753,2.80897566513805,2.49932301154956,2.76793375063411,3.89389782413644,3.22493995391427,4.38695567614827,4.49587478931307,0
BM.KLT.DINV.CD.WD,39819105517.1542,60567666184.7745,49529035003.9121,97004412840.2717,139402049693.114,98172100562.1905,70242086898.768,17202720468.1014,39300839722.0167,9069678214.21359,88925340318.6329,147975336477.759,140653515628.819,98024668316.8805,99737835554.7816,146643024387.446,107908552710.998,99082261106.365,93293315913.4575,107504336826.015,130856382312.265,111801897924.897,160419976000.921,177480059663.81,113741777777.949
AG.LND.FRST.ZS,32.4462904611859,32.4626898238993,32.4818788273528,32.5001438178686,32.5193409633074,32.5376128385155,32.5594726282602,32.5804047468899,32.6022763108856,32.6232187401439,32.6413579538938,32.6594402385868,32.6784638770184,32.696555087055,32.7127735865294,32.7308718478354,32.7375487720909,32.7451655477133,32.7189864709929,32.7228432215535,32.7324234474218,32.6912067781085,0,0,0
AG.LND.FRST.K2,113270,113324.00390625,113377.998046875,113432.001953125,113485.99609375,113540,113600,113660,113720,113780,113840,113890,113940,113990,114040,114090,114110,114130,114150,114170,114190,114210,0,0,0
NY.GDP.FRST.RT.ZS,0.0260298778662643,0.0270214749642998,0.0249585724812619,0.0260228124397539,0.0233286743647951,0.0364304172297326,0.0271972065534596,0.0295736809524676,0.0312488819446026,0.0248471105401849,0.0258330919528013,0.0300929640463465,0.0396074212851447,0.0310772848160123,0.027429168613781,0.0317792087442391,0.0312493156786457,0.0285027615352109,0.0278629692225149,0.0296255433077393,0.0289942065070949,0.0262522183799716,0.0265228195140978,0,0
EG.USE.COMM.FO.ZS,85.8109547056758,85.9086975341013,84.6294606624236,84.9224619914077,83.9313716428922,83.6219751354806,83.6050330188045,83.2781567929544,83.1823140879026,82.5660216166658,81.8556762682578,81.2718831767448,81.2719501564706,80.8022517833709,79.9674688538157,79.560350259586,80.3702087567313,80.6252229786616,81.0882680135356,79.7105269369918,78.862551056755,0,0,0,0
TX.VAL.FUEL.ZS.UN,1.06486581857851,1.3590269474437,1.26129007113555,1.11689223751589,1.11529982756323,1.45392145641663,1.4995326112688,1.48136022663476,1.55368559477497,1.88996059351164,2.15929544279446,2.51923552669327,2.29310656915194,2.6250639917237,2.0797665056172,2.02263093878153,2.36671064014783,2.4812364471417,2.46387298190597,2.30293642352306,2.21313140004491,1.74354836029642,1.78328939165194,2.06293293007391,0
TM.VAL.FUEL.ZS.UN,6.48820982036897,7.6351333391053,7.50892266340466,5.59018338523148,5.76704380389008,8.5908947595755,8.75045352041059,8.40127200868419,8.62527773053836,9.15589015859168,11.447697930799,12.0323495799392,10.5099761633191,13.9485965547803,11.4941517440188,11.5960221752582,13.4848665608886,14.3067417217572,14.0991042338701,12.132668301183,9.24768453199611,7.20557741876699,7.69297617335245,8.85462879209784,0
NY.GDP.MKTP.KD,2841031303717.99,2864354858917.91,2915444558824.13,2974308768984.97,3030581471654.92,3118322470844.15,3171263240547.84,3164969581243.98,3142386463737.49,3179778188495.87,3202731537067.12,3324902546895.18,3424120208151.99,3457069367840.07,3260114884059.16,3396354075663.73,3529631540930.7,3544440148182.59,3559618974281.19,3638845013304.35,3702151812971.57,3784709797179.03,3878004030196.74,3937238459204.29,0
NY.GDP.MKTP.CD,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194204133816.32,1943145384190.16,1944107382550.34,2068624129493.69,2496128668171.56,2809187981127.39,2845802760850.64,2992196713084.93,3421229126745.14,3730027830672.33,3397791053070.3,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3360549973888.58,3466790065011.83,3656749414477.08,3947620162502.96,0
